ArtistID,Link
Q92130,http://commons.wikimedia.org/wiki/Special:FilePath/Otto%20Bettmann%20cph.3f05867.jpg
Q93847,http://commons.wikimedia.org/wiki/Special:FilePath/Josef%20Frank%201960.jpg
Q76427,http://commons.wikimedia.org/wiki/Special:FilePath/Designer-Dieter%20Rams.jpg
Q92942,http://commons.wikimedia.org/wiki/Special:FilePath/Danny%20Hillis2.jpg
Q78841,http://commons.wikimedia.org/wiki/Special:FilePath/20160630%20Sommernachtskom%C3%B6die%20Rosenburg%201222.jpg
Q89412,http://commons.wikimedia.org/wiki/Special:FilePath/Helmut%20Lang%20self%20portrait%202007.jpg
Q78717,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Weingartner.jpg
Q84199,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Haneke%202009.jpg
Q82445,http://commons.wikimedia.org/wiki/Special:FilePath/Photolautrec.jpg
Q87807,http://commons.wikimedia.org/wiki/Special:FilePath/Trude%20Fleischmann%20%281895%E2%80%931990%29%20a.%201930%20%C2%A9%20Annie%20%28Anna%29%20Schulz.jpg
Q76726,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Behrens%2C%20um%201913.jpg
Q92678,http://commons.wikimedia.org/wiki/Special:FilePath/Jason%20Rohrer%20%282011%29.jpg
Q78486,http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Palisa%20old.jpg
Q76726,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Behrens%20by%20Rudolf%20D%C3%BChrkoop%20-%20MKG.jpg
Q83578,http://commons.wikimedia.org/wiki/Special:FilePath/Asger%20Jorn%20%281963%29%20by%20Erling%20Mandelmann.jpg
Q88602,http://commons.wikimedia.org/wiki/Special:FilePath/Bertold%20L%C3%B6ffler.jpg
Q86078,http://commons.wikimedia.org/wiki/Special:FilePath/Anni%20Albers%2C%20Tapestry%2C%201948.%20Handwoven%20linen%20and.jpg
Q90929,http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin%20heisenberg.png
Q83158,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Cocteau%20b%20Meurisse%201923.jpg
Q77465,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Leni%20%281929%29.jpg
Q78885,http://commons.wikimedia.org/wiki/Special:FilePath/Ettore%20Sottsass%201969.jpg
Q73085,http://commons.wikimedia.org/wiki/Special:FilePath/Stolzl%20bauhaus%20ausweis.jpg
Q75532,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Demand%20by%20David%20Shankbone.jpg
Q96612,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Konstantin%20Grcic%2C%20M%C3%BCnchen%202010.jpg
Q72889,http://commons.wikimedia.org/wiki/Special:FilePath/Selfportrait%20by%20Hugo%20Erfurth%201938.jpg
Q70995,http://commons.wikimedia.org/wiki/Special:FilePath/Ottomar%20Ansch%C3%BCtz%20%28cropped%29.jpg
Q76882,http://commons.wikimedia.org/wiki/Special:FilePath/Hugh%20Welch%20Diamond%2C%20photo%20by%20Henry%20Peach%20Robinson%2C%201869.jpg
Q77558,http://commons.wikimedia.org/wiki/Special:FilePath/Ruff%20Thomas%20220507%20koeln%20museum%20ludwig.jpg
Q77734,http://commons.wikimedia.org/wiki/Special:FilePath/Frankfurter%20Buchmesse%202011%20Doris%20D%C3%B6rrie%20und%20Dorothea%20Westphal.jpg
Q78884,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Hollein%2C%20Architect%2C%20Designer.jpg
Q83626,http://commons.wikimedia.org/wiki/Special:FilePath/Fuzztones%201984%20Irving%20Plaza%20backstage.jpg
Q75858,http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%B6rg%20Immendorff%2C%20painted%20portrait.jpg
Q78719,http://commons.wikimedia.org/wiki/Special:FilePath/Dishonored%20%28film%29%201931%20On%20set%2C%20BW%20photo%2C%20L%20to%20R%20Josef%20von%20Sternberg%2C%20Marlene%20Dietrich%20%28cropped-1%29.jpg
Q76730,http://commons.wikimedia.org/wiki/Special:FilePath/Erich%20Mendelsohn%20cropped.jpg
Q78508,http://commons.wikimedia.org/wiki/Special:FilePath/Erich%20von%20Stroheim.lowrey.jpg
Q84250,http://commons.wikimedia.org/wiki/Special:FilePath/Josef-Hoffmann.jpg
Q78858,http://commons.wikimedia.org/wiki/Special:FilePath/Margarete%20Sch%C3%BCtte-Lihotzky%201997.jpg
Q82291,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Despiau%20%281874%E2%80%931946%29.jpg
Q84503,http://commons.wikimedia.org/wiki/Special:FilePath/Raoul%20Hausmann.jpg
Q93024,http://commons.wikimedia.org/wiki/Special:FilePath/SXSW-2024-alih-OB7A0084-John%20Maeda.jpg
Q69758,http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20K%C3%BChn%20Selbstportrait.jpg
Q69758,http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20K%C3%BChn%2C%20Self-Portrait.jpg
Q72756,http://commons.wikimedia.org/wiki/Special:FilePath/Raoul%20Walsh.jpg
Q95955,http://commons.wikimedia.org/wiki/Special:FilePath/Weingart%20tuellinger%20vinyards%202011-11.jpg
Q96642,http://commons.wikimedia.org/wiki/Special:FilePath/Hans-Christian-Schmid.jpg
Q87355,http://commons.wikimedia.org/wiki/Special:FilePath/Oskar%20Strnad%20%281879%E2%80%931935%29%201931%20%C2%A9%20Ludwig%20Schwab%20%28~1900%E2%80%931939%29%20OeNB%208076468.jpg
Q89311,http://commons.wikimedia.org/wiki/Special:FilePath/Franz%20Wilhelm%20Seiwert%20Selbstbildnis%201928.jpg
Q92600,http://commons.wikimedia.org/wiki/Special:FilePath/Alexey%20Pajitnov%20GDC%202024%20%28cropped%29.jpg
Q91508,http://commons.wikimedia.org/wiki/Special:FilePath/Maren%20Ade%20%282016%29.jpg
Q92498,http://commons.wikimedia.org/wiki/Special:FilePath/Josephine%20Meckseper.jpg
Q78767,http://commons.wikimedia.org/wiki/Special:FilePath/Ernst%20Haas%20portrait%2C%20RIT%20NandE%20Vol17Num17%201986%20May8%20Complete.jpg
Q93284,http://commons.wikimedia.org/wiki/Special:FilePath/Shagal%20Choumoff.jpg
Q85938,http://commons.wikimedia.org/wiki/Special:FilePath/Selfportrait%20Sibylle%20Bergemann.jpg
Q157610,http://commons.wikimedia.org/wiki/Special:FilePath/Lovis%20Corinth%201887.jpg
Q158080,http://commons.wikimedia.org/wiki/Special:FilePath/Magdalena%20Abakanowicz%20crop%203x4.jpg
Q160115,http://commons.wikimedia.org/wiki/Special:FilePath/Aj%20Wej-wej%20I%20%282017%29.jpg
Q151803,http://commons.wikimedia.org/wiki/Special:FilePath/Piet%20Mondriaan.jpg
Q159409,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Louise%20Bourgeois%2C%20New%20York%201996.jpg
Q155057,http://commons.wikimedia.org/wiki/Special:FilePath/Jasper%20Johns%2C%20Medal%20of%20Freedom%2C%202011.jpg
Q152272,http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%A9li%C3%A8s%20portrait%20%28cropped%29.png
Q151573,http://commons.wikimedia.org/wiki/Special:FilePath/Seurat%20Paul%20Signac.jpg
Q166567,http://commons.wikimedia.org/wiki/Special:FilePath/RobertStern.jpg
Q163938,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Jean%20Tinguely%2C%201961.jpg
Q165397,http://commons.wikimedia.org/wiki/Special:FilePath/NewtonBlakePaolozzi1.jpg
Q158062,http://commons.wikimedia.org/wiki/Special:FilePath/Liebermann%2C%20Max%20-%20Selbstbildnis%20mit%20Pinsel%20-%201913%20-%20Stiftung%20Stadtmuseum%20Berlin.jpg
Q156128,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Rouault.png
Q152384,http://commons.wikimedia.org/wiki/Special:FilePath/Joan%20Miro%20%28cropped%29.jpg
Q152233,http://commons.wikimedia.org/wiki/Special:FilePath/El%20lissitzky%20self%20portrait%201924.jpg
Q159907,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Hockney%202017%20at%20Flash%20Expo.jpg
Q155407,http://commons.wikimedia.org/wiki/Special:FilePath/Basquiat1984.tif
Q164683,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Beckmann%201928%2C%20by%20Hugo%20Erfurth.jpg
Q160141,http://commons.wikimedia.org/wiki/Special:FilePath/1918%2C%20Soutine%2C%20Self%20Portrait.jpg
Q152788,http://commons.wikimedia.org/wiki/Special:FilePath/WP%20Emil%20Nolde.jpg
Q164712,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Delvaux%20by%20Willy%20Bosschem247.jpg
Q152524,http://commons.wikimedia.org/wiki/Special:FilePath/RobertCapabyGerdaTaro.jpg
Q154842,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Ernst%201968.jpg
Q158840,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Ensor%20-%20Self-portrait%20with%20flower%20hat.jpg
Q153965,http://commons.wikimedia.org/wiki/Special:FilePath/Beuys-Feldman-Gallery.jpg
Q152051,http://commons.wikimedia.org/wiki/Special:FilePath/Leverkusen%2C%20straatzicht%20Bayer%20-%20Science%20for%20a%20better%20life%20foto2%202015-04-18%2012.10.jpg
Q160448,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A1szl%C3%B3%20Moholy-Nagy%20by%20Hugo%20Erfurth%2C%20c.%201930%20.jpg
Q165648,http://commons.wikimedia.org/wiki/Special:FilePath/Archives%20of%20American%20Art%20-%20Arshile%20Gorky%20-%203044.jpg
Q151679,http://commons.wikimedia.org/wiki/Special:FilePath/Roy%20Lichtenstein.jpg
Q153048,http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Steichen%20-%20Brancusi.jpg
Q153793,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Braque%2C%201908%2C%20photograph%20published%20in%20Gelett%20Burgess%2C%20The%20Wild%20Men%20of%20Paris%2C%20Architectural%20Record%2C%20May%201910.jpg
Q153920,http://commons.wikimedia.org/wiki/Special:FilePath/Maillol1925.jpg
Q154490,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Jacques%20Annaud%20par%20Claude%20Truong-Ngoc%20f%C3%A9vrier%202015.jpg
Q156889,http://commons.wikimedia.org/wiki/Special:FilePath/Suzanne%20Valadon.%20Portrait%20au%20chapeau%2C%20photographie%2C%20vers%201885.%20Ville%20de%20Paris%20Biblioth%C3%A8que%20Marguerite%20Durand%20%28BMD%29.jpg
Q156889,http://commons.wikimedia.org/wiki/Special:FilePath/%28Barcelona%29%20Autoretrat%20al%20mirall%20-%20by%20Suzanne%20Valadon.jpg
Q156272,http://commons.wikimedia.org/wiki/Special:FilePath/Andr%C3%A9%20Derain%201928.jpg
Q157578,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Archipenko.jpg
Q155158,http://commons.wikimedia.org/wiki/Special:FilePath/Kurt%20Schwitters.JPG
Q160435,http://commons.wikimedia.org/wiki/Special:FilePath/Gerrit%20Thomas%20Rietveld.jpg
Q160726,http://commons.wikimedia.org/wiki/Special:FilePath/Ang%20Lee%20-%2066%C3%A8me%20Festival%20de%20Venise%20%28Mostra%29.jpg
Q161955,http://commons.wikimedia.org/wiki/Special:FilePath/Andr%C3%A9%20Breton%20-%20photo%20Henri%20Manuel.jpg
Q161143,http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Schmidt%20Rottluff.jpg
Q151580,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Calder%201968.jpg
Q146691,http://commons.wikimedia.org/wiki/Special:FilePath/Alfons%20Mucha%20LOC%203c05828u%20%28cropped%29.jpg
Q160422,http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20in%20military%20service.JPG
Q151165,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Dana%20Gibson%2001.jpg
Q154349,http://commons.wikimedia.org/wiki/Special:FilePath/Odilon%20Redon%20vers%201880.jpg
Q167056,http://commons.wikimedia.org/wiki/Special:FilePath/Jens%20Bergensten%20Minecon.jpg
Q146776,http://commons.wikimedia.org/wiki/Special:FilePath/Zanele%20Muholi%2C%202011%20%28cropped%29.JPG
Q164351,http://commons.wikimedia.org/wiki/Special:FilePath/Gerhard%20Richter%2C%20Prague%20%282017%29.jpg
Q157194,http://commons.wikimedia.org/wiki/Special:FilePath/Emmy%20Andriesse%20-%20Alberto%20Giacometti%20%28Ende%201940er%20PK-F-A.06801%29%20cut.jpg
Q153739,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Arp.JPG
Q159465,http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20Hamilton%20interviewed%20at%20MACBA.png
Q152797,http://commons.wikimedia.org/wiki/Special:FilePath/Emilio%20Sommariva%20%281883%20-%201956%29%20Ritratto%20del%20pittore%20Umberto%20Boccioni%20%281914%29.jpg
Q152797,http://commons.wikimedia.org/wiki/Special:FilePath/Umberto%20Boccioni1914.jpg
Q154448,http://commons.wikimedia.org/wiki/Special:FilePath/Victor%20Vasarely.jpg
Q156622,http://commons.wikimedia.org/wiki/Special:FilePath/Giorgio%20de%20Chirico%20%28portrait%29.jpg
Q164750,http://commons.wikimedia.org/wiki/Special:FilePath/Jonathan%20Ive%20%28OTRS%29.jpg
Q164775,http://commons.wikimedia.org/wiki/Special:FilePath/Georg%20Baselitz%20by%20Erling%20Mandelmann.jpg
Q156736,http://commons.wikimedia.org/wiki/Special:FilePath/El%20escultor%20donostiarra%20Eduardo%20Chillida%20%281%20de%202%29%20-%20Fondo%20Mar%C3%ADn-Kutxa%20Fototeka.jpg
Q157183,http://commons.wikimedia.org/wiki/Special:FilePath/Fernand%20L%C3%A9ger.jpg
Q154331,http://commons.wikimedia.org/wiki/Special:FilePath/Gy%C3%B6rgy%20Ligeti%20%281984%29.jpg
Q164712,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20Paul%20Delvaux.jpg
Q164712,http://commons.wikimedia.org/wiki/Special:FilePath/Veurne%20Paul%20Delvaux.jpg
Q156890,http://commons.wikimedia.org/wiki/Special:FilePath/ErnstBarlachYoung.jpg
Q158056,http://commons.wikimedia.org/wiki/Special:FilePath/Paik%20Nam%20June%20%28cropped%29.jpg
Q158229,http://commons.wikimedia.org/wiki/Special:FilePath/Maria-carolina-regina-napol.jpg
Q156214,http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%2C%20Max%20%281876-1944%29%20-%201934%20-%20Foto%20Carl%20van%20Vechten%2C%20Library%20of%20Congress.jpg
Q156386,http://commons.wikimedia.org/wiki/Special:FilePath/Rousseau%20Joyeux%20Farceurs%20Dornac%20crop.jpg
Q160172,http://commons.wikimedia.org/wiki/Special:FilePath/Ossip%20Zadkine.png
Q151836,http://commons.wikimedia.org/wiki/Special:FilePath/Hundertwasser%20nz%201998%20hg.jpg
Q151152,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gris%2C%20portrait%20photograph%2C%20published%20in%20Les%20Peintres%20Cubistes%2C%201913.jpg
Q152793,http://commons.wikimedia.org/wiki/Special:FilePath/Karel%20Appel%20%281982%29.jpg
Q152292,http://commons.wikimedia.org/wiki/Special:FilePath/Vanessa-Beecroft-White-Madonna-with-Twins.jpg
Q154260,http://commons.wikimedia.org/wiki/Special:FilePath/Oskar%20Kokoschka%20by%20Hugo%20Erfurth%201919.jpg
Q158099,http://commons.wikimedia.org/wiki/Special:FilePath/Antoni%20T%C3%A0pies%20%281%29.jpg
Q154340,http://commons.wikimedia.org/wiki/Special:FilePath/Bacon%20by%20Gray%20257.jpg
Q154599,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Doisneau%20photographed%20by%20Bracha%20L.%20Ettinger%20in%20his%20studio%20in%20Montrouge%2C%201992.jpg
Q159619,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Stirling%2001.jpg
Q153104,http://commons.wikimedia.org/wiki/Special:FilePath/Otto%20Dix%20by%20Hugo%20Erfurth%2C%20c.%201929.jpg
Q156567,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Henri%20Cartier-Bresson%20-%20Paris%20-%201954%20-%20Kimura%20Ihei.png
Q162105,http://commons.wikimedia.org/wiki/Special:FilePath/Fotothek%20df%20pk%200000220%20029%20Portr%C3%A4ts%2C%20Max%20Pechstein%20%28cropped%29.jpg
Q157321,http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Picabia%2C%20photograph%20published%20in%20Les%20Peintres%20Cubistes%2C%201913.jpg
Q151152,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gris%20%281887%E2%80%931927%29%20MET%20DT2533.jpg
Q156731,http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Ludwig%20-%20Pressekonferenz%20-%20Claes%20Oldenburg-3979.jpg
Q154083,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20van%20de%20Velde%20S.jpg
Q159612,http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20Meier%20at%20the%202009%20Tribeca%20Film%20Festival.jpg
Q165274,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Pr%C3%A9vert%20en%201961%20dans%20le%20film%20Mon%20fr%C3%A8re%20Jacques%20par%20Pierre%20Pr%C3%A9vert.jpg
Q160149,http://commons.wikimedia.org/wiki/Special:FilePath/Consuelo%20Kanaga%2C%20Mark%20Rothko%2C%20Yorktown%20Heights%2C%20ca.%201949.jpg
Q158255,http://commons.wikimedia.org/wiki/Special:FilePath/Lyonel%20Feininger%20by%20Hugo%20Erfurth%201941.jpg
Q164358,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Rauschenberg%201999.jpg
Q151097,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Moore%205%20Allan%20Warren.jpg
Q156700,http://commons.wikimedia.org/wiki/Special:FilePath/Kirchner%20-%20Erich%20Heckel%20an%20der%20Staffelei.jpg
Q154538,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20Libeskind.jpg
Q154594,http://commons.wikimedia.org/wiki/Special:FilePath/LucienFreud.jpg
Q156426,http://commons.wikimedia.org/wiki/Special:FilePath/Alexej%20von%20Jawlensky%20Selbstbildnis%201905.jpg
Q153527,http://commons.wikimedia.org/wiki/Special:FilePath/Fredniblocrop.jpg
Q123560,http://commons.wikimedia.org/wiki/Special:FilePath/Fluxus-groep%20gaf%20Pop-art%20concert%20in%20Kurhaus%2C%20een%20van%20de%20bezoekers%20schoot%20met%20een%2C%20Bestanddeelnr%20917-1243.jpg
Q118936,http://commons.wikimedia.org/wiki/Special:FilePath/Rafael%20Alberti%201978-10-01.jpg
Q118798,http://commons.wikimedia.org/wiki/Special:FilePath/Walt%20Kuhn%202.jpg
Q98062,http://commons.wikimedia.org/wiki/Special:FilePath/Boulevard%20der%20Stars%202012%20Regina%20Ziegler%202.jpg
Q122425,http://commons.wikimedia.org/wiki/Special:FilePath/Andrew%20Zvyagintzev.jpg
Q123138,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Itten%20%28retuschiert%29.jpg
Q103917,http://commons.wikimedia.org/wiki/Special:FilePath/58th%20Karlovy%20Vary%20International%20Film%20Festival%2C%20Steven%20Soderbergh%2007.jpg
Q116077,http://commons.wikimedia.org/wiki/Special:FilePath/Franz%20Gertsch%20-%20Kleve%20PM14.jpg
Q134165,http://commons.wikimedia.org/wiki/Special:FilePath/Oscar%20Niemeyer%2C%20Pic%2C%209%20-%20Restoration.jpg
Q132964,http://commons.wikimedia.org/wiki/Special:FilePath/Majakovszkij.jpg
Q123080,http://commons.wikimedia.org/wiki/Special:FilePath/Cendrars%20%C5%A0tyrsk%C3%BD.jpg
Q123080,http://commons.wikimedia.org/wiki/Special:FilePath/Cendrars%201916.jpg
Q123906,http://commons.wikimedia.org/wiki/Special:FilePath/Walter%20Zapp%202000.jpg
Q112856,http://commons.wikimedia.org/wiki/Special:FilePath/Ernst%20Fuchs%202007.jpg
Q111018,http://commons.wikimedia.org/wiki/Special:FilePath/Gerhard%20Altenbourg.jpg
Q98366,http://commons.wikimedia.org/wiki/Special:FilePath/Future%20Affairs%20Berlin%202019%20-%20%E2%80%9EDigital%20Revolution%20Resetting%20Global%20Power%20Politics%3F%E2%80%9C%20%2847959578672%29.jpg
Q98366,http://commons.wikimedia.org/wiki/Special:FilePath/Hito%20Steyerl%20at%20Berkeley%20Center%20for%20New%20Media.jpg
Q131117,http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20Montessori%20%28portrait%29.jpg
Q127916,http://commons.wikimedia.org/wiki/Special:FilePath/George%20N.%20Barnard%20by%20Mathew%20Brady.jpg
Q115873,http://commons.wikimedia.org/wiki/Special:FilePath/Gottfried%20Honegger%20%281995%29.png
Q107194,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Grosz%201930%20%28cropped%29.jpg
Q117012,http://commons.wikimedia.org/wiki/Special:FilePath/Yoko%20Ono%202011%20SXSW.jpg
Q123454,http://commons.wikimedia.org/wiki/Special:FilePath/Com%20L19-0188-0203A.jpg
Q125121,http://commons.wikimedia.org/wiki/Special:FilePath/Aretha%20Franklin%201968.jpg
Q121025,http://commons.wikimedia.org/wiki/Special:FilePath/ETH-BIB-Baumberger%2C%20Otto%20%281889-1961%29-Portr%2000019.tif
Q108301,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Maurice%20Utrillo%20par%20sa%20m%C3%A8re%20Suzanne%20Valadon.jpg
Q108908,http://commons.wikimedia.org/wiki/Special:FilePath/Fluxus1964.jpg
Q129619,http://commons.wikimedia.org/wiki/Special:FilePath/Lav%20Diaz%20at%2081st%20Venice%20International%20Film%20Festival.jpg
Q124527,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Thurber%20NYWTS.jpg
Q142472,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20f%C3%BCr%20K%C3%A4the%20Kollwitz%2C%20Stra%C3%9Fe%20der%20Erinnerung%2C%20Berlin%2C%202013.jpg
Q142472,http://commons.wikimedia.org/wiki/Special:FilePath/K%C3%A4the%20Kollwitz%20by%20Hugo%20Erfurth%2C%201927.jpg
Q114405,http://commons.wikimedia.org/wiki/Special:FilePath/Rockwell%20Kent.jpg
Q113775,http://commons.wikimedia.org/wiki/Special:FilePath/F.%20Kiesler%201.jpg
Q126098,http://commons.wikimedia.org/wiki/Special:FilePath/Michel%20Gondry%20Deauville%202012.jpg
Q130777,http://commons.wikimedia.org/wiki/Special:FilePath/Casimir%20Malevich%20photo.jpg
Q116848,http://commons.wikimedia.org/wiki/Special:FilePath/Emil%20Ruder.jpg
Q119369,http://commons.wikimedia.org/wiki/Special:FilePath/Fritz%20Baumann%20Portr%C3%A4t%20Otto%20Morach%201913.jpg
Q133730,http://commons.wikimedia.org/wiki/Special:FilePath/Lars%20Von%20Trier%20Cannes%202011.jpg
Q134165,http://commons.wikimedia.org/wiki/Special:FilePath/Oscar%20Niemeyer%201968b.jpg
Q99416,http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Kere%2C%202019.jpg
Q102810,http://commons.wikimedia.org/wiki/Special:FilePath/Walter%20Stoehrer%201978.jpg
Q104898,http://commons.wikimedia.org/wiki/Special:FilePath/Norman%20Foster%20dresden%20061110.jpg
Q104898,http://commons.wikimedia.org/wiki/Special:FilePath/Un%20edificio%20sostenible%20de%20acero%20y%20cristal%2C%20nuevo%20proyecto%20de%20Foster%20para%20Madrid%2004%20%28cropped%29.jpg
Q123487,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20Spoerri%20Seggiano%20Giardino%20142-1-2.jpg
Q122363,http://commons.wikimedia.org/wiki/Special:FilePath/Mario%20Botta%20-%20Festival%20Economia%202016.jpg
Q115575,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Jeanneret%20%28cropped%29.jpg
Q114063,http://commons.wikimedia.org/wiki/Special:FilePath/Ermanno%20Olmi%20alla%20Mostra%20del%20Cinema%20di%20Venezia%20nel%201965.png
Q117124,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Tschumi.jpg
Q132305,http://commons.wikimedia.org/wiki/Special:FilePath/Willem%20de%20Kooning%20in%20his%20studio.jpg
Q137064,http://commons.wikimedia.org/wiki/Special:FilePath/Gundula%20Schulze%20Eldowy.jpg
Q134741,http://commons.wikimedia.org/wiki/Special:FilePath/Pissarro-portrait-c1900.jpg
Q121670,http://commons.wikimedia.org/wiki/Special:FilePath/Riedel%20Glas%20logo.svg
Q117814,http://commons.wikimedia.org/wiki/Special:FilePath/Rainer%20K%C3%BCschall.jpg
Q120047,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20de%20Rumine.jpg
Q123966,http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20Tschumi%20at%20GSAPP.jpg
Q115700,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Hirschhorn.jpg
Q123948,http://commons.wikimedia.org/wiki/Special:FilePath/Hannes%20Meyer%201928.png
Q123948,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Emil%20Meyer%20OB.F06496c%20cropped.jpg
